constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year,round,circuitId,name
5784,156,20,4.0,9,9,0,2001,16,19,United States Grand Prix
5783,156,19,9.0,8,8,0,2001,16,19,United States Grand Prix
5782,156,16,17.0,6,6,0,2001,16,19,United States Grand Prix
5781,156,17,19.0,5,5,0,2001,16,19,United States Grand Prix
5780,156,15,21.0,4,4,0,2001,16,19,United States Grand Prix
5779,156,1,95.0,2,2,4,2001,16,19,United States Grand Prix
5778,156,6,167.0,1,1,8,2001,16,19,United States Grand Prix
5799,157,3,80.0,3,3,4,2001,17,22,Japanese Grand Prix
5798,157,22,10.0,7,7,0,2001,17,22,Japanese Grand Prix
5797,157,18,0.0,11,11,0,2001,17,22,Japanese Grand Prix
5796,157,21,1.0,10,10,0,2001,17,22,Japanese Grand Prix
5795,157,20,4.0,9,9,0,2001,17,22,Japanese Grand Prix
5794,157,19,9.0,8,8,0,2001,17,22,Japanese Grand Prix
5793,157,16,17.0,6,6,0,2001,17,22,Japanese Grand Prix
5792,157,17,19.0,5,5,0,2001,17,22,Japanese Grand Prix
5791,157,15,21.0,4,4,0,2001,17,22,Japanese Grand Prix
5790,157,1,102.0,2,2,4,2001,17,22,Japanese Grand Prix
5789,157,6,179.0,1,1,9,2001,17,22,Japanese Grand Prix
1454,158,6,16.0,1,1,1,2000,1,1,Australian Grand Prix
1455,158,3,4.0,2,2,0,2000,1,1,Australian Grand Prix
1456,158,16,4.0,3,3,0,2000,1,1,Australian Grand Prix
1457,158,22,2.0,4,4,0,2000,1,1,Australian Grand Prix
1458,158,18,0.0,5,5,0,2000,1,1,Australian Grand Prix
1459,158,20,0.0,6,6,0,2000,1,1,Australian Grand Prix
1460,159,6,26.0,1,1,2,2000,2,18,Brazilian Grand Prix
1461,159,3,7.0,4,4,0,2000,2,18,Brazilian Grand Prix
1462,159,16,4.0,5,5,0,2000,2,18,Brazilian Grand Prix
1463,159,22,8.0,2,2,0,2000,2,18,Brazilian Grand Prix
1464,159,18,0.0,7,7,0,2000,2,18,Brazilian Grand Prix
1465,159,20,0.0,8,8,0,2000,2,18,Brazilian Grand Prix
1466,159,17,7.0,3,3,0,2000,2,18,Brazilian Grand Prix
1467,159,21,0.0,6,6,0,2000,2,18,Brazilian Grand Prix
1468,160,6,39.0,1,1,3,2000,3,21,San Marino Grand Prix
1469,160,3,7.0,5,5,0,2000,3,21,San Marino Grand Prix
1470,160,16,6.0,6,6,0,2000,3,21,San Marino Grand Prix
1471,160,22,8.0,3,3,0,2000,3,21,San Marino Grand Prix
1472,160,18,0.0,10,10,0,2000,3,21,San Marino Grand Prix
1473,160,20,0.0,11,11,0,2000,3,21,San Marino Grand Prix
1474,160,17,7.0,4,4,0,2000,3,21,San Marino Grand Prix
1475,160,21,0.0,8,8,0,2000,3,21,San Marino Grand Prix
1476,160,1,10.0,2,2,0,2000,3,21,San Marino Grand Prix
1477,160,15,1.0,7,7,0,2000,3,21,San Marino Grand Prix
1478,160,19,0.0,9,9,0,2000,3,21,San Marino Grand Prix
1479,161,6,43.0,1,1,3,2000,4,9,British Grand Prix
1480,161,3,12.0,3,3,0,2000,4,9,British Grand Prix
1481,161,16,6.0,6,6,0,2000,4,9,British Grand Prix
1482,161,22,8.0,4,4,0,2000,4,9,British Grand Prix
1483,161,18,0.0,10,10,0,2000,4,9,British Grand Prix
1484,161,20,0.0,11,11,0,2000,4,9,British Grand Prix
1485,161,17,8.0,5,5,0,2000,4,9,British Grand Prix
1486,161,21,0.0,8,8,0,2000,4,9,British Grand Prix
1487,161,1,26.0,2,2,1,2000,4,9,British Grand Prix
1488,161,15,1.0,7,7,0,2000,4,9,British Grand Prix
1489,161,19,0.0,9,9,0,2000,4,9,British Grand Prix
1490,162,6,49.0,1,1,3,2000,5,4,Spanish Grand Prix
1491,162,3,15.0,3,3,0,2000,5,4,Spanish Grand Prix
1492,162,16,6.0,6,6,0,2000,5,4,Spanish Grand Prix
1493,162,22,8.0,5,5,0,2000,5,4,Spanish Grand Prix
1494,162,18,0.0,10,10,0,2000,5,4,Spanish Grand Prix
1495,162,20,0.0,11,11,0,2000,5,4,Spanish Grand Prix
1496,162,17,9.0,4,4,0,2000,5,4,Spanish Grand Prix
1497,162,21,0.0,8,8,0,2000,5,4,Spanish Grand Prix
1498,162,1,42.0,2,2,2,2000,5,4,Spanish Grand Prix
1499,162,15,1.0,7,7,0,2000,5,4,Spanish Grand Prix
1500,162,19,0.0,9,9,0,2000,5,4,Spanish Grand Prix
1501,163,6,62.0,1,1,4,2000,6,20,European Grand Prix
1502,163,3,15.0,3,3,0,2000,6,20,European Grand Prix
1503,163,16,6.0,6,6,0,2000,6,20,European Grand Prix
1504,163,22,10.0,4,4,0,2000,6,20,European Grand Prix
1505,163,18,0.0,10,10,0,2000,6,20,European Grand Prix
1506,163,20,0.0,11,11,0,2000,6,20,European Grand Prix
1507,163,17,9.0,5,5,0,2000,6,20,European Grand Prix
1508,163,21,1.0,8,8,0,2000,6,20,European Grand Prix
1509,163,1,52.0,2,2,2,2000,6,20,European Grand Prix
1510,163,15,1.0,7,7,0,2000,6,20,European Grand Prix
1511,163,19,0.0,9,9,0,2000,6,20,European Grand Prix
1512,164,6,68.0,1,1,4,2000,7,6,Monaco Grand Prix
1513,164,3,15.0,3,3,0,2000,7,6,Monaco Grand Prix
1514,164,16,6.0,6,6,0,2000,7,6,Monaco Grand Prix
1515,164,22,14.0,4,4,0,2000,7,6,Monaco Grand Prix
1516,164,18,0.0,10,10,0,2000,7,6,Monaco Grand Prix
1517,164,20,0.0,11,11,0,2000,7,6,Monaco Grand Prix
1518,164,17,9.0,5,5,0,2000,7,6,Monaco Grand Prix
1519,164,21,1.0,9,9,0,2000,7,6,Monaco Grand Prix
1520,164,1,63.0,2,2,3,2000,7,6,Monaco Grand Prix
1521,164,15,3.0,8,8,0,2000,7,6,Monaco Grand Prix
1522,164,19,3.0,7,7,0,2000,7,6,Monaco Grand Prix
1523,165,6,84.0,1,1,5,2000,8,7,Canadian Grand Prix
1524,165,3,15.0,4,4,0,2000,8,7,Canadian Grand Prix
1525,165,16,6.0,6,6,0,2000,8,7,Canadian Grand Prix
1526,165,22,18.0,3,3,0,2000,8,7,Canadian Grand Prix
1527,165,18,0.0,10,10,0,2000,8,7,Canadian Grand Prix
1528,165,20,0.0,11,11,0,2000,8,7,Canadian Grand Prix
1529,165,17,10.0,5,5,0,2000,8,7,Canadian Grand Prix
1530,165,21,3.0,9,9,0,2000,8,7,Canadian Grand Prix
1531,165,1,66.0,2,2,3,2000,8,7,Canadian Grand Prix
1532,165,15,3.0,8,8,0,2000,8,7,Canadian Grand Prix
1533,165,19,3.0,7,7,0,2000,8,7,Canadian Grand Prix
1534,166,6,88.0,1,1,5,2000,9,8,French Grand Prix
1535,166,3,17.0,4,4,0,2000,9,8,French Grand Prix
1536,166,16,9.0,6,6,0,2000,9,8,French Grand Prix
1537,166,22,18.0,3,3,0,2000,9,8,French Grand Prix
1538,166,18,0.0,10,10,0,2000,9,8,French Grand Prix
1539,166,20,0.0,11,11,0,2000,9,8,French Grand Prix
1540,166,17,11.0,5,5,0,2000,9,8,French Grand Prix
1541,166,21,3.0,9,9,0,2000,9,8,French Grand Prix
1542,166,1,82.0,2,2,4,2000,9,8,French Grand Prix
1543,166,15,3.0,8,8,0,2000,9,8,French Grand Prix
1544,166,19,3.0,7,7,0,2000,9,8,French Grand Prix
1545,167,6,92.0,2,2,5,2000,10,70,Austrian Grand Prix
1546,167,3,19.0,3,3,0,2000,10,70,Austrian Grand Prix
1547,167,16,12.0,5,5,0,2000,10,70,Austrian Grand Prix
1548,167,22,18.0,4,4,0,2000,10,70,Austrian Grand Prix
1549,167,18,0.0,10,10,0,2000,10,70,Austrian Grand Prix
1550,167,20,0.0,11,11,0,2000,10,70,Austrian Grand Prix
1551,167,17,11.0,6,6,0,2000,10,70,Austrian Grand Prix
1552,167,21,3.0,9,9,0,2000,10,70,Austrian Grand Prix
1553,167,1,98.0,1,1,5,2000,10,70,Austrian Grand Prix
1554,167,15,4.0,7,7,0,2000,10,70,Austrian Grand Prix
1555,167,19,3.0,8,8,0,2000,10,70,Austrian Grand Prix
1556,168,6,102.0,2,2,6,2000,11,10,German Grand Prix
1557,168,3,22.0,3,3,0,2000,11,10,German Grand Prix
1558,168,16,12.0,5,5,0,2000,11,10,German Grand Prix
1559,168,22,18.0,4,4,0,2000,11,10,German Grand Prix
1560,168,18,0.0,10,10,0,2000,11,10,German Grand Prix
1561,168,20,0.0,11,11,0,2000,11,10,German Grand Prix
1562,168,17,11.0,6,6,0,2000,11,10,German Grand Prix
1563,168,21,4.0,8,8,0,2000,11,10,German Grand Prix
1564,168,1,108.0,1,1,5,2000,11,10,German Grand Prix
1565,168,15,6.0,7,7,0,2000,11,10,German Grand Prix
1566,168,19,3.0,9,9,0,2000,11,10,German Grand Prix
1567,169,6,111.0,2,2,6,2000,12,11,Hungarian Grand Prix
1568,169,3,24.0,3,3,0,2000,12,11,Hungarian Grand Prix
1569,169,16,12.0,6,6,0,2000,12,11,Hungarian Grand Prix
1570,169,22,18.0,4,4,0,2000,12,11,Hungarian Grand Prix
1571,169,18,0.0,10,10,0,2000,12,11,Hungarian Grand Prix
1572,169,20,0.0,11,11,0,2000,12,11,Hungarian Grand Prix
1573,169,17,12.0,5,5,0,2000,12,11,Hungarian Grand Prix
1574,169,21,4.0,8,8,0,2000,12,11,Hungarian Grand Prix
1575,169,1,122.0,1,1,6,2000,12,11,Hungarian Grand Prix
1576,169,15,6.0,7,7,0,2000,12,11,Hungarian Grand Prix
1577,169,19,3.0,9,9,0,2000,12,11,Hungarian Grand Prix
1578,170,6,117.0,2,2,6,2000,13,13,Belgian Grand Prix
1579,170,3,30.0,3,3,0,2000,13,13,Belgian Grand Prix
1580,170,16,12.0,6,6,0,2000,13,13,Belgian Grand Prix
1581,170,22,18.0,4,4,0,2000,13,13,Belgian Grand Prix
1582,170,18,0.0,10,10,0,2000,13,13,Belgian Grand Prix
1583,170,20,0.0,11,11,0,2000,13,13,Belgian Grand Prix
1584,170,17,13.0,5,5,0,2000,13,13,Belgian Grand Prix
1585,170,21,4.0,8,8,0,2000,13,13,Belgian Grand Prix
1586,170,1,135.0,1,1,7,2000,13,13,Belgian Grand Prix
1587,170,15,6.0,7,7,0,2000,13,13,Belgian Grand Prix
1588,170,19,3.0,9,9,0,2000,13,13,Belgian Grand Prix
1589,171,6,127.0,2,2,7,2000,14,14,Italian Grand Prix
1590,171,3,34.0,3,3,0,2000,14,14,Italian Grand Prix
1591,171,16,13.0,6,6,0,2000,14,14,Italian Grand Prix
1592,171,22,20.0,4,4,0,2000,14,14,Italian Grand Prix
1593,171,18,0.0,10,10,0,2000,14,14,Italian Grand Prix
1594,171,20,0.0,11,11,0,2000,14,14,Italian Grand Prix
1595,171,17,13.0,5,5,0,2000,14,14,Italian Grand Prix
1596,171,21,7.0,7,7,0,2000,14,14,Italian Grand Prix
1597,171,1,141.0,1,1,7,2000,14,14,Italian Grand Prix
1598,171,15,6.0,8,8,0,2000,14,14,Italian Grand Prix
1599,171,19,3.0,9,9,0,2000,14,14,Italian Grand Prix
1600,172,6,143.0,1,1,8,2000,15,19,United States Grand Prix
1601,172,3,34.0,3,3,0,2000,15,19,United States Grand Prix
1602,172,16,17.0,6,6,0,2000,15,19,United States Grand Prix
1603,172,22,20.0,4,4,0,2000,15,19,United States Grand Prix
1604,172,18,0.0,10,10,0,2000,15,19,United States Grand Prix
1605,172,20,0.0,11,11,0,2000,15,19,United States Grand Prix
1606,172,17,17.0,5,5,0,2000,15,19,United States Grand Prix
1607,172,21,7.0,7,7,0,2000,15,19,United States Grand Prix
1608,172,1,143.0,2,2,7,2000,15,19,United States Grand Prix
1609,172,15,6.0,8,8,0,2000,15,19,United States Grand Prix
1610,172,19,3.0,9,9,0,2000,15,19,United States Grand Prix
1611,173,6,156.0,1,1,9,2000,16,22,Japanese Grand Prix
1612,173,3,36.0,3,3,0,2000,16,22,Japanese Grand Prix
1613,173,16,18.0,5,5,0,2000,16,22,Japanese Grand Prix
1614,173,22,20.0,4,4,0,2000,16,22,Japanese Grand Prix
1615,173,18,0.0,10,10,0,2000,16,22,Japanese Grand Prix
1616,173,20,0.0,11,11,0,2000,16,22,Japanese Grand Prix
1617,173,17,17.0,6,6,0,2000,16,22,Japanese Grand Prix
1618,173,21,7.0,7,7,0,2000,16,22,Japanese Grand Prix
1619,173,1,153.0,2,2,7,2000,16,22,Japanese Grand Prix
1620,173,15,6.0,8,8,0,2000,16,22,Japanese Grand Prix
1621,173,19,3.0,9,9,0,2000,16,22,Japanese Grand Prix
1622,174,6,170.0,1,1,10,2000,17,2,Malaysian Grand Prix
1623,174,3,36.0,3,3,0,2000,17,2,Malaysian Grand Prix
1624,174,16,20.0,5,5,0,2000,17,2,Malaysian Grand Prix
1625,174,22,20.0,4,4,0,2000,17,2,Malaysian Grand Prix
1626,174,18,0.0,10,10,0,2000,17,2,Malaysian Grand Prix
1627,174,20,0.0,11,11,0,2000,17,2,Malaysian Grand Prix
1628,174,17,17.0,6,6,0,2000,17,2,Malaysian Grand Prix
1629,174,21,7.0,7,7,0,2000,17,2,Malaysian Grand Prix
1630,174,1,162.0,2,2,7,2000,17,2,Malaysian Grand Prix
1631,174,15,6.0,8,8,0,2000,17,2,Malaysian Grand Prix
1632,174,19,4.0,9,9,0,2000,17,2,Malaysian Grand Prix
27973,74,4,46.0,1,1,4,2005,4,21,San Marino Grand Prix
5450,175,21,1.0,6,6,0,1999,1,1,Australian Grand Prix
5449,175,24,2.0,5,5,0,1999,1,1,Australian Grand Prix
5448,175,22,3.0,4,4,0,1999,1,1,Australian Grand Prix
5447,175,3,4.0,3,3,0,1999,1,1,Australian Grand Prix
5446,175,17,6.0,2,2,0,1999,1,1,Australian Grand Prix
5445,175,6,10.0,1,1,1,1999,1,1,Australian Grand Prix
5470,177,16,0.0,10,10,0,1999,3,21,San Marino Grand Prix
5459,176,18,0.0,9,9,0,1999,2,18,Brazilian Grand Prix
5458,176,20,1.0,8,8,0,1999,2,18,Brazilian Grand Prix
5457,176,1,10.0,2,2,1,1999,2,18,Brazilian Grand Prix
5456,176,21,1.0,7,7,0,1999,2,18,Brazilian Grand Prix
5455,176,24,2.0,6,6,0,1999,2,18,Brazilian Grand Prix
5454,176,22,3.0,5,5,0,1999,2,18,Brazilian Grand Prix
5453,176,3,7.0,4,4,0,1999,2,18,Brazilian Grand Prix
5452,176,17,10.0,3,3,0,1999,2,18,Brazilian Grand Prix
5469,177,15,1.0,9,9,0,1999,3,21,San Marino Grand Prix
5468,177,18,0.0,11,11,0,1999,3,21,San Marino Grand Prix
5467,177,20,1.0,8,8,0,1999,3,21,San Marino Grand Prix
5466,177,1,16.0,2,2,1,1999,3,21,San Marino Grand Prix
5465,177,21,1.0,7,7,0,1999,3,21,San Marino Grand Prix
5464,177,24,6.0,5,5,0,1999,3,21,San Marino Grand Prix
5463,177,22,5.0,6,6,0,1999,3,21,San Marino Grand Prix
5462,177,3,7.0,4,4,0,1999,3,21,San Marino Grand Prix
5461,177,17,13.0,3,3,0,1999,3,21,San Marino Grand Prix
5460,177,6,28.0,1,1,2,1999,3,21,San Marino Grand Prix
5451,176,6,18.0,1,1,1,1999,2,18,Brazilian Grand Prix
5481,178,16,0.0,10,10,0,1999,4,6,Monaco Grand Prix
5480,178,15,1.0,9,9,0,1999,4,6,Monaco Grand Prix
5479,178,18,0.0,11,11,0,1999,4,6,Monaco Grand Prix
5478,178,20,1.0,8,8,0,1999,4,6,Monaco Grand Prix
5477,178,1,20.0,2,2,1,1999,4,6,Monaco Grand Prix
5476,178,21,1.0,7,7,0,1999,4,6,Monaco Grand Prix
5475,178,24,6.0,6,6,0,1999,4,6,Monaco Grand Prix
5474,178,22,8.0,4,4,0,1999,4,6,Monaco Grand Prix
5473,178,3,7.0,5,5,0,1999,4,6,Monaco Grand Prix
5472,178,17,16.0,3,3,0,1999,4,6,Monaco Grand Prix
5471,178,6,44.0,1,1,3,1999,4,6,Monaco Grand Prix
5492,179,16,0.0,10,10,0,1999,5,4,Spanish Grand Prix
5491,179,15,1.0,9,9,0,1999,5,4,Spanish Grand Prix
5490,179,18,0.0,11,11,0,1999,5,4,Spanish Grand Prix
5489,179,20,2.0,7,7,0,1999,5,4,Spanish Grand Prix
5488,179,1,36.0,2,2,2,1999,5,4,Spanish Grand Prix
5487,179,21,1.0,8,8,0,1999,5,4,Spanish Grand Prix
5486,179,24,6.0,6,6,0,1999,5,4,Spanish Grand Prix
5485,179,22,8.0,5,5,0,1999,5,4,Spanish Grand Prix
5484,179,3,9.0,4,4,0,1999,5,4,Spanish Grand Prix
5483,179,17,16.0,3,3,0,1999,5,4,Spanish Grand Prix
5482,179,6,51.0,1,1,3,1999,5,4,Spanish Grand Prix
5503,180,16,0.0,10,10,0,1999,6,7,Canadian Grand Prix
5502,180,15,2.0,8,8,0,1999,6,7,Canadian Grand Prix
5501,180,18,0.0,11,11,0,1999,6,7,Canadian Grand Prix
5500,180,20,2.0,7,7,0,1999,6,7,Canadian Grand Prix
5499,180,1,46.0,2,2,3,1999,6,7,Canadian Grand Prix
5498,180,21,1.0,9,9,0,1999,6,7,Canadian Grand Prix
5497,180,24,8.0,6,6,0,1999,6,7,Canadian Grand Prix
5496,180,22,14.0,4,4,0,1999,6,7,Canadian Grand Prix
5495,180,3,12.0,5,5,0,1999,6,7,Canadian Grand Prix
5494,180,17,16.0,3,3,0,1999,6,7,Canadian Grand Prix
5493,180,6,55.0,1,1,3,1999,6,7,Canadian Grand Prix
5514,181,16,0.0,10,10,0,1999,7,8,French Grand Prix
5513,181,15,2.0,8,8,0,1999,7,8,French Grand Prix
5512,181,18,0.0,11,11,0,1999,7,8,French Grand Prix
5511,181,20,2.0,7,7,0,1999,7,8,French Grand Prix
5510,181,1,52.0,2,2,3,1999,7,8,French Grand Prix
5509,181,21,1.0,9,9,0,1999,7,8,French Grand Prix
5508,181,24,12.0,6,6,0,1999,7,8,French Grand Prix
5507,181,22,14.0,5,5,0,1999,7,8,French Grand Prix
5506,181,3,15.0,4,4,0,1999,7,8,French Grand Prix
5505,181,17,26.0,3,3,1,1999,7,8,French Grand Prix
5504,181,6,58.0,1,1,3,1999,7,8,French Grand Prix
5525,182,16,0.0,10,10,0,1999,8,9,British Grand Prix
5524,182,15,3.0,7,7,0,1999,8,9,British Grand Prix
5523,182,18,0.0,11,11,0,1999,8,9,British Grand Prix
5522,182,20,2.0,8,8,0,1999,8,9,British Grand Prix
5521,182,1,62.0,2,2,4,1999,8,9,British Grand Prix
5520,182,21,1.0,9,9,0,1999,8,9,British Grand Prix
5519,182,24,12.0,6,6,0,1999,8,9,British Grand Prix
5518,182,22,14.0,5,5,0,1999,8,9,British Grand Prix
5517,182,3,19.0,4,4,0,1999,8,9,British Grand Prix
5516,182,17,31.0,3,3,1,1999,8,9,British Grand Prix
5515,182,6,64.0,1,1,3,1999,8,9,British Grand Prix
5536,183,16,0.0,10,10,0,1999,9,70,Austrian Grand Prix
5535,183,15,4.0,7,7,0,1999,9,70,Austrian Grand Prix
5534,183,18,0.0,11,11,0,1999,9,70,Austrian Grand Prix
5533,183,20,2.0,8,8,0,1999,9,70,Austrian Grand Prix
5532,183,1,72.0,2,2,4,1999,9,70,Austrian Grand Prix
5531,183,21,1.0,9,9,0,1999,9,70,Austrian Grand Prix
5530,183,24,12.0,6,6,0,1999,9,70,Austrian Grand Prix
5529,183,22,16.0,5,5,0,1999,9,70,Austrian Grand Prix
5528,183,3,19.0,4,4,0,1999,9,70,Austrian Grand Prix
5527,183,17,34.0,3,3,1,1999,9,70,Austrian Grand Prix
5526,183,6,74.0,1,1,4,1999,9,70,Austrian Grand Prix
5547,184,16,0.0,10,10,0,1999,10,10,German Grand Prix
5546,184,15,4.0,7,7,0,1999,10,10,German Grand Prix
5545,184,18,0.0,11,11,0,1999,10,10,German Grand Prix
5544,184,20,3.0,8,8,0,1999,10,10,German Grand Prix
5543,184,1,74.0,2,2,4,1999,10,10,German Grand Prix
5542,184,21,1.0,9,9,0,1999,10,10,German Grand Prix
5541,184,24,12.0,6,6,0,1999,10,10,German Grand Prix
5540,184,22,16.0,5,5,0,1999,10,10,German Grand Prix
5539,184,3,22.0,4,4,0,1999,10,10,German Grand Prix
5538,184,17,38.0,3,3,1,1999,10,10,German Grand Prix
5537,184,6,90.0,1,1,5,1999,10,10,German Grand Prix
5558,185,16,0.0,10,10,0,1999,11,11,Hungarian Grand Prix
5557,185,15,4.0,7,7,0,1999,11,11,Hungarian Grand Prix
5556,185,18,0.0,11,11,0,1999,11,11,Hungarian Grand Prix
5555,185,20,3.0,8,8,0,1999,11,11,Hungarian Grand Prix
5554,185,1,90.0,2,2,5,1999,11,11,Hungarian Grand Prix
5553,185,21,1.0,9,9,0,1999,11,11,Hungarian Grand Prix
5552,185,24,14.0,6,6,0,1999,11,11,Hungarian Grand Prix
5551,185,22,16.0,5,5,0,1999,11,11,Hungarian Grand Prix
5550,185,3,22.0,4,4,0,1999,11,11,Hungarian Grand Prix
5549,185,17,42.0,3,3,1,1999,11,11,Hungarian Grand Prix
5548,185,6,94.0,1,1,5,1999,11,11,Hungarian Grand Prix
5569,186,16,0.0,10,10,0,1999,12,13,Belgian Grand Prix
5568,186,15,4.0,7,7,0,1999,12,13,Belgian Grand Prix
5567,186,18,0.0,11,11,0,1999,12,13,Belgian Grand Prix
5566,186,20,3.0,8,8,0,1999,12,13,Belgian Grand Prix
5565,186,1,106.0,1,1,6,1999,12,13,Belgian Grand Prix
5564,186,21,1.0,9,9,0,1999,12,13,Belgian Grand Prix
5563,186,24,14.0,6,6,0,1999,12,13,Belgian Grand Prix
5562,186,22,16.0,5,5,0,1999,12,13,Belgian Grand Prix
5561,186,3,24.0,4,4,0,1999,12,13,Belgian Grand Prix
5560,186,17,47.0,3,3,1,1999,12,13,Belgian Grand Prix
5559,186,6,97.0,2,2,5,1999,12,13,Belgian Grand Prix
5580,187,16,0.0,10,10,0,1999,13,14,Italian Grand Prix
5579,187,15,4.0,7,7,0,1999,13,14,Italian Grand Prix
5578,187,18,0.0,11,11,0,1999,13,14,Italian Grand Prix
5577,187,20,3.0,8,8,0,1999,13,14,Italian Grand Prix
5576,187,1,108.0,1,1,6,1999,13,14,Italian Grand Prix
5575,187,21,1.0,9,9,0,1999,13,14,Italian Grand Prix
5574,187,24,17.0,5,5,0,1999,13,14,Italian Grand Prix
5573,187,22,16.0,6,6,0,1999,13,14,Italian Grand Prix
5572,187,3,30.0,4,4,0,1999,13,14,Italian Grand Prix
5571,187,17,57.0,3,3,2,1999,13,14,Italian Grand Prix
5570,187,6,102.0,2,2,5,1999,13,14,Italian Grand Prix
5591,188,16,0.0,11,11,0,1999,14,20,European Grand Prix
5590,188,15,4.0,8,8,0,1999,14,20,European Grand Prix
5589,188,18,1.0,10,10,0,1999,14,20,European Grand Prix
5588,188,20,9.0,7,7,0,1999,14,20,European Grand Prix
5587,188,1,110.0,1,1,6,1999,14,20,European Grand Prix
5586,188,21,1.0,9,9,0,1999,14,20,European Grand Prix
5585,188,24,31.0,5,5,1,1999,14,20,European Grand Prix
5584,188,22,16.0,6,6,0,1999,14,20,European Grand Prix
5583,188,3,33.0,4,4,0,1999,14,20,European Grand Prix
5582,188,17,57.0,3,3,2,1999,14,20,European Grand Prix
5581,188,6,102.0,2,2,5,1999,14,20,European Grand Prix
5602,189,16,0.0,11,11,0,1999,15,2,Malaysian Grand Prix
5601,189,15,4.0,8,8,0,1999,15,2,Malaysian Grand Prix
5600,189,18,1.0,10,10,0,1999,15,2,Malaysian Grand Prix
5599,189,20,9.0,7,7,0,1999,15,2,Malaysian Grand Prix
5598,189,1,114.0,2,2,6,1999,15,2,Malaysian Grand Prix
5597,189,21,1.0,9,9,0,1999,15,2,Malaysian Grand Prix
5596,189,24,36.0,4,4,1,1999,15,2,Malaysian Grand Prix
5595,189,22,16.0,6,6,0,1999,15,2,Malaysian Grand Prix
5594,189,3,33.0,5,5,0,1999,15,2,Malaysian Grand Prix
5593,189,17,58.0,3,3,2,1999,15,2,Malaysian Grand Prix
5592,189,6,118.0,1,1,6,1999,15,2,Malaysian Grand Prix
5613,190,16,0.0,11,11,0,1999,16,22,Japanese Grand Prix
5612,190,15,5.0,8,8,0,1999,16,22,Japanese Grand Prix
5611,190,18,1.0,10,10,0,1999,16,22,Japanese Grand Prix
5610,190,20,9.0,7,7,0,1999,16,22,Japanese Grand Prix
5609,190,1,124.0,2,2,7,1999,16,22,Japanese Grand Prix
5608,190,21,1.0,9,9,0,1999,16,22,Japanese Grand Prix
5607,190,24,36.0,4,4,1,1999,16,22,Japanese Grand Prix
5606,190,22,16.0,6,6,0,1999,16,22,Japanese Grand Prix
5605,190,3,35.0,5,5,0,1999,16,22,Japanese Grand Prix
5604,190,17,61.0,3,3,2,1999,16,22,Japanese Grand Prix
5603,190,6,128.0,1,1,6,1999,16,22,Japanese Grand Prix
2055,191,1,16.0,1,1,1,1998,1,1,Australian Grand Prix
2056,191,3,6.0,2,2,0,1998,1,1,Australian Grand Prix
2057,191,6,3.0,3,3,0,1998,1,1,Australian Grand Prix
2058,191,15,1.0,4,4,0,1998,1,1,Australian Grand Prix
2059,191,22,0.0,5,5,0,1998,1,1,Australian Grand Prix
2060,191,17,0.0,6,6,0,1998,1,1,Australian Grand Prix
2061,191,20,0.0,7,7,0,1998,1,1,Australian Grand Prix
2062,192,1,32.0,1,1,2,1998,2,18,Brazilian Grand Prix
2063,192,3,8.0,2,2,0,1998,2,18,Brazilian Grand Prix
2064,192,6,7.0,3,3,0,1998,2,18,Brazilian Grand Prix
2065,192,15,1.0,5,5,0,1998,2,18,Brazilian Grand Prix
2066,192,22,4.0,4,4,0,1998,2,18,Brazilian Grand Prix
2067,192,17,0.0,6,6,0,1998,2,18,Brazilian Grand Prix
2068,192,20,0.0,7,7,0,1998,2,18,Brazilian Grand Prix
2069,192,24,0.0,8,8,0,1998,2,18,Brazilian Grand Prix
2070,193,1,39.0,1,1,2,1998,3,25,Argentine Grand Prix
2071,193,3,8.0,3,3,0,1998,3,25,Argentine Grand Prix
2072,193,6,21.0,2,2,1,1998,3,25,Argentine Grand Prix
2073,193,15,3.0,5,5,0,1998,3,25,Argentine Grand Prix
2074,193,22,7.0,4,4,0,1998,3,25,Argentine Grand Prix
2075,193,17,0.0,6,6,0,1998,3,25,Argentine Grand Prix
2076,193,20,0.0,7,7,0,1998,3,25,Argentine Grand Prix
2077,193,24,0.0,8,8,0,1998,3,25,Argentine Grand Prix
2078,193,25,0.0,9,9,0,1998,3,25,Argentine Grand Prix
2079,193,18,0.0,10,10,0,1998,3,25,Argentine Grand Prix
2080,194,1,49.0,1,1,3,1998,4,21,San Marino Grand Prix
2081,194,3,13.0,3,3,0,1998,4,21,San Marino Grand Prix
2082,194,6,31.0,2,2,1,1998,4,21,San Marino Grand Prix
2083,194,15,4.0,5,5,0,1998,4,21,San Marino Grand Prix
2084,194,22,7.0,4,4,0,1998,4,21,San Marino Grand Prix
2085,194,17,0.0,6,6,0,1998,4,21,San Marino Grand Prix
2086,194,20,0.0,8,8,0,1998,4,21,San Marino Grand Prix
2087,194,24,0.0,10,10,0,1998,4,21,San Marino Grand Prix
2088,194,25,0.0,11,11,0,1998,4,21,San Marino Grand Prix
2089,194,18,0.0,7,7,0,1998,4,21,San Marino Grand Prix
2090,194,21,0.0,9,9,0,1998,4,21,San Marino Grand Prix
2091,195,1,65.0,1,1,4,1998,5,4,Spanish Grand Prix
2092,195,3,14.0,3,3,0,1998,5,4,Spanish Grand Prix
2093,195,6,35.0,2,2,1,1998,5,4,Spanish Grand Prix
